Date,AMC,BA,BTC-USD,EURUSD=X,GC=F,MSFT,USDEUR=X
2014-11-24,259.5,134.61000061035156,376.9010009765625,1.2375012636184692,1195.5,47.59000015258789,0.8080800175666809
2014-11-25,263.3999938964844,134.80999755859375,375.3479919433594,1.2433171272277832,1197.0999755859375,47.470001220703125,0.8043000102043152
2014-11-26,264.20001220703125,134.77999877929688,368.3699951171875,1.24806547164917,1196.5999755859375,47.75,0.8012400269508362
2014-11-27,,,369.6700134277344,1.2505940198898315,,,0.7996199727058411
2014-11-28,262.20001220703125,134.36000061035156,376.4469909667969,1.246199131011963,1175.199951171875,47.810001373291016,0.8024399876594543
2014-11-29,,,375.4909973144531,,,,
2014-11-30,,,378.0469970703125,,,,
2014-12-01,264.29998779296875,132.38999938964844,379.2449951171875,1.2438275814056396,1218.0,48.619998931884766,0.8039699792861938
2014-12-02,260.8999938964844,132.27999877929688,381.31500244140625,1.247007131576538,1199.199951171875,48.459999084472656,0.8019199967384338
2014-12-03,254.5,131.97000122070312,375.010009765625,1.2388503551483154,1208.5,48.08000183105469,0.807200014591217
2014-12-04,257.1000061035156,131.32000732421875,369.60400390625,1.231663703918457,1207.5,48.84000015258789,0.8119099736213684
2014-12-05,252.5,132.2100067138672,376.85400390625,1.2386661767959595,1190.0999755859375,48.41999816894531,0.8073199987411499
2014-12-06,,,374.7850036621094,,,,
2014-12-07,,,375.0950012207031,,,,
2014-12-08,252.39999389648438,130.27999877929688,361.90899658203125,1.2294074296951294,1194.699951171875,47.70000076293945,0.8133999705314636
2014-12-09,250.3000030517578,129.66000366210938,352.218994140625,1.2315119504928589,1231.5,47.59000015258789,0.8120099902153015
2014-12-10,247.10000610351562,124.63999938964844,346.364990234375,1.2394952774047852,1228.9000244140625,46.900001525878906,0.8067799806594849
2014-12-11,248.60000610351562,123.37000274658203,350.5060119628906,1.2473959922790527,1225.0999755859375,47.16999816894531,0.8016700148582458
2014-12-12,249.10000610351562,120.7699966430664,352.5419921875,1.2394952774047852,1222.0,46.95000076293945,0.8067799806594849
2014-12-13,,,347.3760070800781,,,,
2014-12-14,,,351.6319885253906,,,,
2014-12-15,249.3000030517578,122.08000183105469,345.3450012207031,1.2463544607162476,1207.199951171875,46.66999816894531,0.8023399710655212
2014-12-16,242.0,124.25,327.06201171875,1.2443537712097168,1193.9000244140625,45.15999984741211,0.803629994392395
2014-12-17,254.0,125.05999755859375,319.7760009765625,1.2512043714523315,1194.300048828125,45.7400016784668,0.7992299795150757
2014-12-18,259.1000061035156,125.66999816894531,311.39599609375,1.2338976860046387,1194.699951171875,47.52000045776367,0.8104400038719177
2014-12-19,261.70001220703125,126.2300033569336,317.8429870605469,1.229044795036316,1195.9000244140625,47.65999984741211,0.8136399984359741
2014-12-20,,,329.95599365234375,,,,
2014-12-21,,,320.8429870605469,,,,
2014-12-22,264.79998779296875,128.22000122070312,331.885986328125,1.2225985527038574,1179.699951171875,47.97999954223633,0.8179299831390381
2014-12-23,268.20001220703125,130.02999877929688,334.5719909667969,1.2223743200302124,1177.9000244140625,48.45000076293945,0.8180800080299377
2014-12-24,266.20001220703125,131.24000549316406,322.53399658203125,1.217492938041687,1173.5,48.13999938964844,0.8213599920272827
2014-12-25,,,319.00799560546875,1.2198543548583984,,,0.8197699785232544
2014-12-26,263.8999938964844,131.6300048828125,327.92401123046875,1.2210012674331665,1195.300048828125,47.880001068115234,0.8190000057220459
2014-12-27,,,315.8630065917969,,,,
2014-12-28,,,317.239013671875,,,,
2014-12-29,263.3999938964844,132.2899932861328,312.6700134277344,1.216944694519043,1181.699951171875,47.45000076293945,0.8217300176620483
2014-12-30,261.0,131.8300018310547,310.73699951171875,1.215347409248352,1200.199951171875,47.02000045776367,0.8228099942207336
2014-12-31,261.79998779296875,129.97999572753906,320.1929931640625,1.2162047624588013,1183.9000244140625,46.45000076293945,0.8222299814224243
2015-01-01,,,314.2489929199219,1.2098628282546997,,,0.8265399932861328
2015-01-02,256.29998779296875,129.9499969482422,315.0320129394531,1.2089413404464722,1186.0,46.7599983215332,0.8271700143814087
2015-01-03,,,281.0820007324219,,,,
2015-01-04,,,264.19500732421875,,,,
2015-01-05,249.6999969482422,129.0500030517578,274.4739990234375,1.194643259048462,1203.9000244140625,46.33000183105469,0.8370699882507324
2015-01-06,251.6999969482422,127.52999877929688,286.1889953613281,1.193901538848877,1219.300048828125,45.650001525878906,0.8375899791717529
2015-01-07,255.8000030517578,129.50999450683594,294.3370056152344,1.1875356435775757,1210.5999755859375,46.22999954223633,0.8420799970626831
2015-01-08,258.29998779296875,131.8000030517578,283.3489990234375,1.1836000680923462,1208.4000244140625,47.59000015258789,0.8448799848556519
2015-01-09,268.70001220703125,131.5399932861328,290.4079895019531,1.1796069145202637,1216.0,47.189998626708984,0.8477399945259094
2015-01-10,,,274.7959899902344,,,,
2015-01-11,,,265.6600036621094,,,,
2015-01-12,274.8999938964844,130.8699951171875,267.7959899902344,1.187070369720459,1232.699951171875,46.599998474121094,0.8424100279808044
2015-01-13,273.6000061035156,131.1699981689453,225.86099243164062,1.1831519603729248,1234.300048828125,46.36000061035156,0.8452000021934509
2015-01-14,274.3999938964844,130.3800048828125,178.10299682617188,1.1778285503387451,1234.4000244140625,45.959999084472656,0.8490200042724609
2015-01-15,272.8999938964844,130.13999938964844,209.843994140625,1.1785920858383179,1264.699951171875,45.47999954223633,0.8484699726104736
2015-01-16,270.6000061035156,130.77999877929688,208.0970001220703,1.1637378931045532,1276.9000244140625,46.2400016784668,0.8593000173568726
2015-01-17,,,199.25999450683594,,,,
2015-01-18,,,210.33900451660156,,,,
2015-01-19,,,214.86099243164062,1.1566041707992554,,,0.8646000027656555
2015-01-20,269.8999938964844,131.22000122070312,211.31500244140625,1.1597968339920044,1294.199951171875,46.38999938964844,0.8622199892997742
2015-01-21,271.3999938964844,132.41000366210938,226.89700317382812,1.1546944379806519,1293.699951171875,45.91999816894531,0.8660299777984619
2015-01-22,277.70001220703125,135.63999938964844,233.406005859375,1.1615345478057861,1300.699951171875,47.130001068115234,0.8609300255775452
2015-01-23,283.0,134.6199951171875,232.87899780273438,1.1346745491027832,1292.5999755859375,47.18000030517578,0.881309986114502
2015-01-24,,,247.8470001220703,,,,
2015-01-25,,,253.71800231933594,,,,
2015-01-26,284.70001220703125,134.07000732421875,273.4729919433594,1.1125450134277344,1279.4000244140625,47.0099983215332,0.8988400101661682
2015-01-27,284.79998779296875,132.47999572753906,263.4750061035156,1.1247708797454834,1291.699951171875,42.65999984741211,0.8890699744224548
2015-01-28,275.8999938964844,139.63999938964844,233.9149932861328,1.1367381811141968,1285.9000244140625,41.189998626708984,0.8797100186347961
2015-01-29,282.5,147.77999877929688,233.51300048828125,1.1281461715698242,1254.5999755859375,42.0099983215332,0.8864099979400635
2015-01-30,281.20001220703125,145.3699951171875,226.4250030517578,1.13355553150177,1278.5,40.400001525878906,0.8821799755096436
2015-01-31,,,217.46400451660156,,,,
2015-02-01,,,226.9720001220703,,,,
2015-02-02,282.79998779296875,146.25999450683594,238.22900390625,1.1309019327163696,1276.199951171875,41.279998779296875,0.8842499852180481
2015-02-03,290.1000061035156,147.33999633789062,227.26800537109375,1.1341726779937744,1259.699951171875,41.599998474121094,0.8816999793052673
2015-02-04,293.1000061035156,147.22000122070312,226.85299682617188,1.145737886428833,1263.800048828125,41.84000015258789,0.8727999925613403
2015-02-05,294.29998779296875,148.60000610351562,217.11099243164062,1.131874680519104,1262.0,42.45000076293945,0.8834900259971619
2015-02-06,294.20001220703125,148.0,222.26600646972656,1.147196888923645,1233.9000244140625,42.40999984741211,0.8716899752616882
2015-02-07,,,227.75399780273438,,,,
2015-02-08,,,223.41200256347656,,,,
2015-02-09,299.79998779296875,147.5800018310547,220.11000061035156,1.1314393281936646,1240.800048828125,42.36000061035156,0.8838300108909607
2015-02-10,301.79998779296875,148.0399932861328,219.83900451660156,1.1326953172683716,1231.5999755859375,42.599998474121094,0.8828499913215637
2015-02-11,302.8999938964844,147.9199981689453,219.18499755859375,1.1321951150894165,1219.0,42.380001068115234,0.8832399845123291
2015-02-12,303.8999938964844,148.08999633789062,221.76400756835938,1.131196141242981,1220.0999755859375,43.09000015258789,0.8840199708938599
2015-02-13,306.20001220703125,149.72999572753906,235.427001953125,1.140393853187561,1226.5,43.869998931884766,0.8768900036811829
2015-02-14,,,257.3210144042969,,,,
2015-02-15,,,234.8249969482422,,,,
2015-02-16,,,233.84300231933594,1.1400039196014404,,,0.8771899938583374
2015-02-17,309.0,149.9199981689453,243.61000061035156,1.1334012746810913,1208.0999755859375,43.58000183105469,0.8823000192642212
2015-02-18,315.20001220703125,151.1699981689453,236.3260040283203,1.1404719352722168,1199.699951171875,43.529998779296875,0.876829981803894
2015-02-19,324.79998779296875,153.75,240.2830047607422,1.1400039196014404,1207.0999755859375,43.5,0.8771899938583374
2015-02-20,326.1000061035156,158.30999755859375,243.7790069580078,1.1366735696792603,1204.4000244140625,43.86000061035156,0.8797600269317627
2015-02-21,,,244.53399658203125,,,,
2015-02-22,,,235.9770050048828,,,,
2015-02-23,326.8999938964844,154.74000549316406,238.89199829101562,1.1381484270095825,1200.300048828125,44.150001525878906,0.8786200284957886
2015-02-24,329.3999938964844,154.3800048828125,238.73500061035156,1.1332985162734985,1196.9000244140625,44.09000015258789,0.8823800086975098
2015-02-25,329.79998779296875,153.00999450683594,237.47000122070312,1.1339025497436523,1201.0,43.9900016784668,0.8819100260734558
2015-02-26,336.29998779296875,151.72999572753906,236.42599487304688,1.1363636255264282,1209.5999755859375,44.060001373291016,0.8799999952316284
2015-02-27,343.79998779296875,150.85000610351562,253.8280029296875,1.1205360889434814,1212.5999755859375,43.849998474121094,0.8924300074577332
2015-02-28,,,254.26300048828125,,,,
2015-03-01,,,260.2019958496094,,,,
2015-03-02,352.3999938964844,153.8000030517578,275.6700134277344,1.1161960363388062,1207.699951171875,43.880001068115234,0.8959000110626221
2015-03-03,348.6000061035156,155.57000732421875,281.7019958496094,1.1179054975509644,1204.0,43.279998779296875,0.8945299983024597
2015-03-04,350.5,154.35000610351562,273.0920104980469,1.118217945098877,1200.5999755859375,43.060001373291016,0.8942800164222717
2015-03-05,348.70001220703125,154.47000122070312,276.1780090332031,1.1082050800323486,1195.9000244140625,43.11000061035156,0.9023600220680237
2015-03-06,339.6000061035156,153.1199951171875,272.7229919433594,1.1032048463821411,1164.0999755859375,42.36000061035156,0.9064499735832214
2015-03-07,,,276.260986328125,,,,
2015-03-08,,,274.35400390625,,,,
2015-03-09,348.79998779296875,154.75,289.60699462890625,1.0845986604690552,1166.4000244140625,42.849998474121094,0.921999990940094
2015-03-10,338.0,152.4199981689453,291.760009765625,1.0833414793014526,1160.0999755859375,42.029998779296875,0.9230700135231018
2015-03-11,345.0,151.1699981689453,296.3789978027344,1.0708701610565186,1150.699951171875,41.97999954223633,0.9338200092315674
2015-03-12,343.20001220703125,152.0399932861328,294.35400390625,1.0548745393753052,1152.0999755859375,41.02000045776367,0.9479799866676331
2015-03-13,349.0,151.57000732421875,285.3370056152344,1.0626314878463745,1152.5999755859375,41.380001068115234,0.9410600066184998
2015-03-14,,,281.885009765625,,,,
2015-03-15,,,286.39300537109375,,,,
2015-03-16,351.6000061035156,153.6699981689453,290.5929870605469,1.0481630563735962,1153.300048828125,41.560001373291016,0.9540500044822693
2015-03-17,351.3999938964844,154.50999450683594,285.5050048828125,1.0572947263717651,1148.300048828125,41.70000076293945,0.9458100199699402
2015-03-18,353.20001220703125,155.72999572753906,256.29901123046875,1.0598047971725464,1151.4000244140625,42.5,0.9435700178146362
2015-03-19,354.5,154.11000061035156,260.9280090332031,1.0849988460540771,1169.0999755859375,42.290000915527344,0.9216600060462952
2015-03-20,356.79998779296875,154.5,261.7489929199219,1.066894292831421,1184.800048828125,42.880001068115234,0.9373000264167786
2015-03-21,,,260.0249938964844,,,,
2015-03-22,,,267.9599914550781,,,,
2015-03-23,358.6000061035156,152.80999755859375,266.739990234375,1.0826611518859863,1188.0,42.86000061035156,0.9236500263214111
2015-03-24,349.5,151.64999389648438,245.59500122070312,1.094499111175537,1191.699951171875,42.900001525878906,0.9136599898338318
2015-03-25,345.1000061035156,148.22999572753906,246.19700622558594,1.0902034044265747,1197.300048828125,41.459999084472656,0.9172599911689758
2015-03-26,346.29998779296875,148.1699981689453,248.53199768066406,1.0960465669631958,1205.0999755859375,41.209999084472656,0.9123700261116028
2015-03-27,349.5,148.85000610351562,247.0290069580078,1.0886367559432983,1199.800048828125,40.970001220703125,0.9185799956321716
2015-03-28,,,252.79800415039062,,,,
2015-03-29,,,242.71299743652344,,,,
2015-03-30,355.20001220703125,152.6999969482422,247.5260009765625,1.0884946584701538,1184.800048828125,40.959999084472656,0.9186999797821045
2015-03-31,354.8999938964844,150.0800018310547,244.2239990234375,1.0830246210098267,1183.0999755859375,40.65999984741211,0.9233400225639343
2015-04-01,347.6000061035156,148.63999938964844,247.27200317382812,1.073814034461975,1208.0999755859375,40.720001220703125,0.9312599897384644
2015-04-02,351.79998779296875,149.27999877929688,253.0050048828125,1.0769942998886108,1200.9000244140625,40.290000915527344,0.9285100102424622
2015-04-03,,,254.32200622558594,1.087074637413025,,,0.9199000000953674
2015-04-04,,,253.69700622558594,,,,
2015-04-05,,,260.5979919433594,,,,
2015-04-06,353.79998779296875,150.92999267578125,255.49200439453125,1.100134253501892,1218.5999755859375,41.54999923706055,0.9089800119400024
2015-04-07,347.1000061035156,152.32000732421875,253.17999267578125,1.0934817790985107,1210.5999755859375,41.529998779296875,0.9145100116729736
2015-04-08,352.0,153.36000061035156,245.02200317382812,1.0824151039123535,1203.0999755859375,41.41999816894531,0.9238600134849548
2015-04-09,342.5,153.4199981689453,243.67599487304688,1.078527569770813,1193.5999755859375,41.47999954223633,0.9271900057792664
2015-04-10,341.0,154.3800048828125,236.07200622558594,1.0669056177139282,1204.5999755859375,41.720001220703125,0.9372900128364563
2015-04-11,,,236.552001953125,,,,
2015-04-12,,,236.1529998779297,,,,
2015-04-13,334.3999938964844,153.24000549316406,224.58700561523438,1.0609854459762573,1199.300048828125,41.7599983215332,0.942520022392273
2015-04-14,336.8999938964844,153.2100067138672,219.15899658203125,1.0572947263717651,1192.800048828125,41.650001525878906,0.9458100199699402
2015-04-15,339.1000061035156,152.42999267578125,223.83299255371094,1.0647132396697998,1201.5,42.2599983215332,0.9392200112342834
2015-04-16,333.6000061035156,151.97000122070312,228.572998046875,1.0676802396774292,1198.0,42.15999984741211,0.9366099834442139
2015-04-17,328.0,149.60000610351562,222.8820037841797,1.0755579471588135,1202.9000244140625,41.619998931884766,0.9297500252723694
2015-04-18,,,223.3560028076172,,,,
2015-04-19,,,222.60000610351562,,,,
2015-04-20,336.8999938964844,152.6699981689453,224.62600708007812,1.0810226202011108,1193.5,42.90999984741211,0.9250500202178955
2015-04-21,333.70001220703125,153.3300018310547,235.2689971923828,1.0747487545013428,1202.9000244140625,42.63999938964844,0.9304500222206116
2015-04-22,329.0,151.19000244140625,234.17599487304688,1.074171543121338,1186.9000244140625,42.9900016784668,0.9309499859809875
2015-04-23,329.70001220703125,149.8699951171875,236.46200561523438,1.0725815296173096,1194.4000244140625,43.34000015258789,0.9323300123214722
2015-04-24,328.70001220703125,148.39999389648438,231.26800537109375,1.0815019607543945,1175.199951171875,47.869998931884766,0.9246399998664856
2015-04-25,,,226.38999938964844,,,,
2015-04-26,,,219.42999267578125,,,,
2015-04-27,320.3999938964844,147.8000030517578,229.28599548339844,1.086897373199463,1203.300048828125,48.029998779296875,0.9200500249862671
2015-04-28,323.79998779296875,147.50999450683594,225.85499572753906,1.0877959728240967,1214.0,49.15999984741211,0.9192900061607361
2015-04-29,325.0,146.14999389648438,225.80799865722656,1.096912145614624,1209.800048828125,49.060001373291016,0.9116500020027161
2015-04-30,300.6000061035156,143.33999633789062,236.14500427246094,1.1114321947097778,1182.4000244140625,48.63999938964844,0.8997399806976318
2015-05-01,307.5,144.6699981689453,232.07899475097656,1.1214659214019775,1174.5,48.65999984741211,0.8916900157928467
2015-05-02,,,234.92999267578125,,,,
2015-05-03,,,240.35800170898438,,,,
2015-05-04,304.8999938964844,144.02000427246094,239.01800537109375,1.1185932159423828,1186.800048828125,48.2400016784668,0.8939800262451172
2015-05-05,299.70001220703125,142.91000366210938,236.12100219726562,1.1149141788482666,1193.199951171875,47.599998474121094,0.8969299793243408
2015-05-06,295.3999938964844,141.0399932861328,229.78199768066406,1.1186307668685913,1190.300048828125,46.279998779296875,0.8939499855041504
2015-05-07,298.29998779296875,141.49000549316406,237.33399963378906,1.1341469287872314,1182.4000244140625,46.70000076293945,0.8817200064659119
2015-05-08,296.6000061035156,145.4600067138672,243.86300659179688,1.1246949434280396,1189.0999755859375,47.75,0.8891299962997437
2015-05-09,,,241.83200073242188,,,,
2015-05-10,,,240.29600524902344,,,,
2015-05-11,299.70001220703125,145.88999938964844,242.1580047607422,1.1194071769714355,1183.199951171875,47.369998931884766,0.8933299779891968
2015-05-12,290.1000061035156,145.42999267578125,241.11199951171875,1.114441990852356,1192.5999755859375,47.349998474121094,0.8973100185394287
2015-05-13,293.8999938964844,145.6199951171875,236.3769989013672,1.1221455335617065,1218.4000244140625,47.630001068115234,0.8911499977111816
2015-05-14,294.6000061035156,147.9600067138672,236.9290008544922,1.1350480318069458,1225.4000244140625,48.720001220703125,0.8810200095176697
2015-05-15,291.1000061035156,146.8800048828125,237.60499572753906,1.1404979228973389,1225.5,48.29999923706055,0.8768100142478943
2015-05-16,,,236.1529998779297,,,,
2015-05-17,,,236.802001953125,,,,
2015-05-18,299.0,146.7100067138672,233.1280059814453,1.144505262374878,1227.800048828125,48.0099983215332,0.873740017414093
2015-05-19,294.0,147.0500030517578,231.94700622558594,1.1326183080673218,1206.9000244140625,47.58000183105469,0.8829100131988525
2015-05-20,294.6000061035156,146.4199981689453,234.01800537109375,1.1146656274795532,1208.9000244140625,47.58000183105469,0.897130012512207
2015-05-21,293.70001220703125,147.35000610351562,235.343994140625,1.1100751161575317,1204.4000244140625,47.41999816894531,0.9008399844169617
2015-05-22,296.0,144.80999755859375,240.34800720214844,1.1111851930618286,1204.300048828125,46.900001525878906,0.899940013885498
2015-05-23,,,238.8719940185547,,,,
2015-05-24,,,240.9530029296875,,,,
2015-05-25,,,237.11000061035156,1.0992997884750366,,,0.9096699953079224
2015-05-26,295.20001220703125,142.8000030517578,237.11599731445312,1.0971167087554932,1187.199951171875,46.59000015258789,0.9114800095558167
2015-05-27,292.6000061035156,143.0,237.2830047607422,1.08888578414917,1185.9000244140625,47.61000061035156,0.9183700084686279
2015-05-28,292.5,142.3300018310547,237.4080047607422,1.0900014638900757,1188.0999755859375,47.45000076293945,0.9174299836158752
2015-05-29,289.1000061035156,140.52000427246094,237.0959930419922,1.0960345268249512,1189.4000244140625,46.86000061035156,0.9123799800872803
2015-05-30,,,233.34500122070312,,,,
2015-05-31,,,230.19000244140625,,,,
2015-06-01,280.0,141.25,222.92599487304688,1.0957943201065063,1188.300048828125,47.22999954223633,0.9125800132751465
2015-06-02,278.70001220703125,143.25,225.80299377441406,1.0922993421554565,1194.0999755859375,46.91999816894531,0.9154999852180481
2015-06-03,284.3999938964844,143.80999755859375,225.87399291992188,1.1150012016296387,1184.699951171875,46.849998474121094,0.8968600034713745
2015-06-04,282.3999938964844,141.19000244140625,224.32400512695312,1.1257838010787964,1174.9000244140625,46.36000061035156,0.8882700204849243
2015-06-05,288.29998779296875,140.72999572753906,224.95199584960938,1.120787262916565,1167.800048828125,46.13999938964844,0.8922299742698669
2015-06-06,,,225.61900329589844,,,,
2015-06-07,,,222.88099670410156,,,,
2015-06-08,283.8999938964844,140.63999938964844,228.48899841308594,1.1108149290084839,1173.199951171875,45.72999954223633,0.9002400040626526
2015-06-09,285.1000061035156,140.10000610351562,229.04800415039062,1.128095269203186,1177.300048828125,45.650001525878906,0.8864499926567078
2015-06-10,282.20001220703125,141.6199951171875,228.80299377441406,1.1299052238464355,1186.0999755859375,46.61000061035156,0.8850299715995789
2015-06-11,285.70001220703125,142.9600067138672,229.7050018310547,1.131196141242981,1179.9000244140625,46.439998626708984,0.8840199708938599
2015-06-12,284.70001220703125,142.8000030517578,229.98199462890625,1.1240627765655518,1178.800048828125,45.970001220703125,0.8896300196647644
2015-06-13,,,232.40199279785156,,,,
2015-06-14,,,233.54299926757812,,,,
2015-06-15,288.70001220703125,142.2899932861328,236.822998046875,1.1219944953918457,1185.300048828125,45.47999954223633,0.8912699818611145
2015-06-16,284.70001220703125,142.33999633789062,250.89500427246094,1.1277008056640625,1180.5,45.83000183105469,0.8867599964141846
2015-06-17,280.1000061035156,143.42999267578125,249.28399658203125,1.124201774597168,1176.4000244140625,45.970001220703125,0.889519989490509
2015-06-18,295.79998779296875,145.3800048828125,249.0070037841797,1.1369967460632324,1201.5,46.720001220703125,0.8795099854469299
2015-06-19,301.0,145.1300048828125,244.6060028076172,1.1370742321014404,1201.5,46.099998474121094,0.8794500231742859
2015-06-20,,,245.21200561523438,,,,
2015-06-21,,,243.94400024414062,,,,
2015-06-22,305.5,145.6999969482422,246.99000549316406,1.1372941732406616,1183.699951171875,46.22999954223633,0.8792799711227417
2015-06-23,304.20001220703125,144.42999267578125,244.29600524902344,1.13490629196167,1176.199951171875,45.90999984741211,0.8811299800872803
2015-06-24,301.29998779296875,143.0,240.51499938964844,1.1172186136245728,1172.5999755859375,45.63999938964844,0.8950799703598022
2015-06-25,302.79998779296875,142.4499969482422,242.7989959716797,1.1206992864608765,1171.5,45.650001525878906,0.892300009727478
2015-06-26,316.3999938964844,142.47999572753906,243.593994140625,1.1202975511550903,1172.9000244140625,45.2599983215332,0.8926200270652771
2015-06-27,,,250.99000549316406,,,,
2015-06-28,,,249.01100158691406,,,,
2015-06-29,304.3999938964844,138.72999572753906,257.0639953613281,1.0975021123886108,1178.5,44.369998931884766,0.9111599922180176
2015-06-30,306.79998779296875,138.72000122070312,263.0719909667969,1.122296690940857,1171.5,44.150001525878906,0.8910300135612488
2015-07-01,303.79998779296875,140.72999572753906,258.6210021972656,1.1134989261627197,1169.0,44.45000076293945,0.8980699777603149
2015-07-02,307.79998779296875,140.2100067138672,255.41200256347656,1.103363037109375,1163.0,44.400001525878906,0.9063199758529663
